timestamp,device_id,state,cpu_load,memory_usage,temperature,battery,network_latency,fault_type,anomaly
2026-09-20 10:49:18,DT-001,NORMAL,30.24,43.96,41.78,94.01,24.19,NORMAL,0
2026-09-20 10:49:19,DT-001,NORMAL,28.64,41.93,40.92,94.0,24.72,NORMAL,0
2026-09-20 10:49:20,DT-001,NORMAL,27.93,41.37,40.39,94.0,22.9,NORMAL,0
2026-09-20 10:49:21,DT-001,NORMAL,26.17,41.85,40.3,93.99,20.35,NORMAL,0
2026-09-20 10:49:22,DT-001,NORMAL,27.71,41.44,40.22,93.99,18.49,NORMAL,0
2026-09-20 10:49:23,DT-001,NORMAL,28.52,40.13,39.66,93.98,16.85,NORMAL,0
2026-09-20 10:49:24,DT-001,NORMAL,26.02,39.3,39.61,93.98,18.32,NORMAL,0
2026-09-20 10:49:25,DT-001,NORMAL,26.6,39.17,39.0,93.98,18.61,NORMAL,0
2026-09-20 10:49:26,DT-001,NORMAL,27.8,37.82,39.37,93.97,19.28,NORMAL,0
2026-09-20 10:49:27,DT-001,NORMAL,27.36,36.96,39.07,93.96,17.73,NORMAL,0
2026-09-20 10:49:28,DT-001,FAULT,96.95,36.16,42.07,93.96,20.03,HIGH_CPU,1
2026-09-20 10:49:29,DT-001,FAULT,93.43,35.34,43.12,93.96,19.09,HIGH_CPU,1
2026-09-20 10:49:30,DT-001,FAULT,90.35,35.96,44.79,93.96,17.64,HIGH_CPU,1
2026-09-20 10:49:31,DT-001,FAULT,97.23,35.7,46.45,93.95,15.53,HIGH_CPU,1
2026-09-20 10:49:32,DT-001,FAULT,99.75,34.57,46.6,93.95,16.51,HIGH_CPU,1
2026-09-20 10:49:33,DT-001,NORMAL,95.42,36.38,45.47,93.94,17.4,NORMAL,0
2026-09-20 10:49:34,DT-001,NORMAL,89.94,37.38,45.6,93.93,16.75,NORMAL,0
2026-09-20 10:49:35,DT-001,NORMAL,86.02,36.99,45.55,93.93,16.19,NORMAL,0
2026-09-20 10:49:36,DT-001,NORMAL,80.88,36.87,45.2,93.93,17.04,NORMAL,0
2026-09-20 10:49:37,DT-001,NORMAL,74.34,37.6,45.25,93.92,18.62,NORMAL,0
2026-09-20 10:49:38,DT-001,NORMAL,70.56,36.25,44.54,93.92,16.88,NORMAL,0
2026-09-20 10:49:39,DT-001,NORMAL,64.01,38.15,44.23,93.91,18.48,NORMAL,0
2026-09-20 10:49:40,DT-001,NORMAL,59.41,38.85,44.18,93.91,21.21,NORMAL,0
2026-09-20 10:49:41,DT-001,NORMAL,55.32,37.25,44.26,93.9,19.7,NORMAL,0
2026-09-20 10:49:42,DT-001,NORMAL,54.99,38.12,43.47,93.9,20.91,NORMAL,0
2026-09-20 10:49:43,DT-001,NORMAL,51.85,37.67,43.04,93.9,22.82,NORMAL,0
2026-09-20 10:49:44,DT-001,NORMAL,48.0,38.39,42.22,93.89,20.33,NORMAL,0
2026-09-20 10:49:45,DT-001,NORMAL,47.99,40.1,41.62,93.89,21.52,NORMAL,0
2026-09-20 10:49:46,DT-001,NORMAL,47.39,39.17,40.99,93.89,20.2,NORMAL,0
2026-09-20 10:49:47,DT-001,NORMAL,46.38,38.43,41.3,93.89,22.74,NORMAL,0
2026-09-20 10:49:48,DT-001,NORMAL,42.95,38.38,41.18,93.88,23.87,NORMAL,0
2026-09-20 10:49:49,DT-001,NORMAL,43.24,36.81,40.89,93.87,24.88,NORMAL,0
2026-09-20 10:49:50,DT-001,NORMAL,42.43,35.88,41.13,93.87,24.19,NORMAL,0
2026-09-20 10:49:51,DT-001,NORMAL,40.51,36.68,40.4,93.87,23.61,NORMAL,0
2026-09-20 10:49:52,DT-001,NORMAL,37.79,35.25,40.36,93.86,23.2,NORMAL,0
2026-09-20 10:49:53,DT-001,NORMAL,39.38,37.42,40.14,93.86,23.64,NORMAL,0
2026-09-20 10:49:54,DT-001,NORMAL,37.95,36.02,40.73,93.85,23.63,NORMAL,0
2026-09-20 10:49:55,DT-001,NORMAL,36.81,35.54,41.25,93.85,23.32,NORMAL,0
2026-09-20 10:49:56,DT-001,NORMAL,37.15,36.69,41.35,93.84,24.26,NORMAL,0
2026-09-20 10:49:57,DT-001,NORMAL,33.92,38.15,41.4,93.83,24.9,NORMAL,0
2026-09-20 10:49:58,DT-001,NORMAL,32.24,38.17,41.52,93.83,24.96,NORMAL,0
2026-09-20 10:49:59,DT-001,NORMAL,33.86,36.6,41.76,93.82,26.72,NORMAL,0
2026-09-20 10:50:00,DT-001,NORMAL,33.94,38.38,41.61,93.82,25.63,NORMAL,0
2026-09-20 10:50:01,DT-001,NORMAL,32.21,37.83,42.12,93.81,24.43,NORMAL,0
2026-09-20 10:50:02,DT-001,NORMAL,31.51,39.41,42.24,93.81,24.73,NORMAL,0
2026-09-20 10:50:03,DT-001,NORMAL,30.52,38.18,42.37,93.8,23.7,NORMAL,0
2026-09-20 10:50:04,DT-001,NORMAL,33.1,39.5,41.42,93.8,24.39,NORMAL,0
2026-09-20 10:50:05,DT-001,NORMAL,33.62,40.39,40.8,93.8,25.06,NORMAL,0
2026-09-20 10:50:06,DT-001,NORMAL,31.54,41.96,40.65,93.79,22.85,NORMAL,0
2026-09-20 10:50:07,DT-001,NORMAL,29.68,42.7,40.24,93.78,22.07,NORMAL,0
2026-09-20 10:50:08,DT-001,NORMAL,30.38,43.76,39.73,93.78,21.21,NORMAL,0
2026-09-20 10:50:09,DT-001,NORMAL,29.49,43.69,39.73,93.77,18.93,NORMAL,0
2026-09-20 10:50:10,DT-001,NORMAL,30.9,41.55,39.87,93.76,16.86,NORMAL,0
2026-09-20 10:50:11,DT-001,NORMAL,28.15,41.76,40.59,93.75,19.51,NORMAL,0
2026-09-20 10:50:12,DT-001,NORMAL,27.46,41.33,40.34,93.75,22.25,NORMAL,0
2026-09-20 10:50:13,DT-001,NORMAL,30.09,41.79,40.13,93.74,21.25,NORMAL,0
2026-09-20 10:50:14,DT-001,NORMAL,27.92,41.46,40.41,93.74,23.22,NORMAL,0
2026-09-20 10:50:15,DT-001,NORMAL,28.68,42.64,40.05,93.73,24.6,NORMAL,0
2026-09-20 10:50:16,DT-001,NORMAL,29.45,42.95,40.01,93.73,22.46,NORMAL,0
2026-09-20 10:50:17,DT-001,NORMAL,31.98,43.78,39.31,93.72,19.76,NORMAL,0
2026-09-20 10:50:18,DT-001,NORMAL,30.84,43.2,39.53,93.72,20.39,NORMAL,0
2026-09-20 10:50:19,DT-001,NORMAL,30.36,44.43,40.2,93.71,22.28,NORMAL,0
2026-09-20 10:50:20,DT-001,NORMAL,31.59,43.25,39.74,93.71,22.16,NORMAL,0
2026-09-20 10:50:21,DT-001,NORMAL,33.36,42.94,39.23,93.7,20.87,NORMAL,0
2026-09-20 10:50:22,DT-001,NORMAL,33.29,44.0,38.83,93.69,18.71,NORMAL,0
2026-09-20 10:50:23,DT-001,NORMAL,31.56,42.56,39.31,93.69,16.62,NORMAL,0
2026-09-20 10:50:24,DT-001,NORMAL,32.57,41.08,40.0,93.68,18.4,NORMAL,0
2026-09-20 10:50:25,DT-001,NORMAL,31.0,40.89,40.57,93.68,16.59,NORMAL,0
2026-09-20 10:50:26,DT-001,NORMAL,32.12,39.32,40.79,93.67,19.26,NORMAL,0
2026-09-20 10:50:27,DT-001,NORMAL,32.45,39.91,40.53,93.66,20.61,NORMAL,0
2026-09-20 10:50:28,DT-001,NORMAL,32.97,40.14,40.99,93.65,19.06,NORMAL,0
2026-09-20 10:50:29,DT-001,NORMAL,30.45,38.65,41.24,93.64,20.47,NORMAL,0
2026-09-20 10:50:30,DT-001,NORMAL,29.69,40.06,41.77,93.64,17.73,NORMAL,0
2026-09-20 10:50:31,DT-001,NORMAL,29.91,41.3,42.28,93.64,17.23,NORMAL,0
2026-09-20 10:50:32,DT-001,NORMAL,31.52,41.24,42.2,93.63,16.94,NORMAL,0
2026-09-20 10:50:33,DT-001,NORMAL,31.16,39.84,42.62,93.63,17.25,NORMAL,0
2026-09-20 10:50:34,DT-001,NORMAL,31.59,38.58,42.6,93.62,18.62,NORMAL,0
2026-09-20 10:50:35,DT-001,NORMAL,30.4,40.49,41.79,93.61,19.87,NORMAL,0
2026-09-20 10:50:36,DT-001,NORMAL,32.13,40.42,41.91,93.6,22.48,NORMAL,0
2026-09-20 10:50:37,DT-001,NORMAL,33.69,39.34,42.05,93.6,23.32,NORMAL,0
2026-09-20 10:50:38,DT-001,NORMAL,35.3,38.25,41.83,93.59,25.6,NORMAL,0
2026-09-20 10:50:39,DT-001,NORMAL,36.65,40.19,41.72,93.59,26.0,NORMAL,0
2026-09-20 10:50:40,DT-001,NORMAL,37.38,39.78,41.58,93.59,26.46,NORMAL,0
2026-09-20 10:50:41,DT-001,NORMAL,38.56,39.42,40.89,93.58,26.25,NORMAL,0
2026-09-20 10:50:42,DT-001,NORMAL,39.59,40.23,40.74,93.58,23.67,NORMAL,0
2026-09-20 10:50:43,DT-001,NORMAL,37.51,38.93,40.26,93.57,24.57,NORMAL,0
2026-09-20 10:50:44,DT-001,FAULT,37.72,40.79,39.73,15.31,23.72,LOW_BATTERY,1
2026-09-20 10:50:45,DT-001,FAULT,39.25,39.26,40.44,17.66,20.93,LOW_BATTERY,1
2026-09-20 10:50:46,DT-001,FAULT,39.13,39.67,41.07,1.58,20.32,LOW_BATTERY,1
2026-09-20 10:50:47,DT-001,FAULT,36.82,39.66,41.24,7.38,21.11,LOW_BATTERY,1
2026-09-20 10:50:48,DT-001,FAULT,37.17,40.76,41.34,12.06,22.97,LOW_BATTERY,1
2026-09-20 10:50:49,DT-001,FAULT,35.24,41.24,41.02,9.32,20.42,LOW_BATTERY,1
2026-09-20 10:50:50,DT-001,FAULT,35.63,41.15,40.23,5.65,20.77,LOW_BATTERY,1
2026-09-20 10:50:51,DT-001,FAULT,36.39,42.09,39.74,8.37,21.48,LOW_BATTERY,1
2026-09-20 10:50:52,DT-001,NORMAL,33.59,40.31,40.36,100.0,19.63,NORMAL,0
2026-09-20 10:50:53,DT-001,NORMAL,30.64,40.48,40.38,99.99,19.6,NORMAL,0
2026-09-20 10:50:54,DT-001,NORMAL,31.03,41.2,40.76,99.99,21.01,NORMAL,0
2026-09-20 10:50:55,DT-001,NORMAL,33.08,39.93,40.82,99.99,21.2,NORMAL,0
2026-09-20 10:50:56,DT-001,NORMAL,30.73,38.6,40.32,99.99,21.42,NORMAL,0
2026-09-20 10:50:57,DT-001,NORMAL,28.15,40.47,40.29,99.98,21.52,NORMAL,0
2026-09-20 10:50:58,DT-001,NORMAL,30.74,38.62,39.98,99.97,21.47,NORMAL,0
2026-09-20 10:50:59,DT-001,NORMAL,31.52,38.56,40.09,99.97,21.45,NORMAL,0
2026-09-20 10:51:00,DT-001,NORMAL,30.57,38.84,39.66,99.97,23.03,NORMAL,0
2026-09-20 10:51:01,DT-001,NORMAL,28.83,38.24,40.18,99.96,23.28,NORMAL,0
2026-09-20 10:51:02,DT-001,NORMAL,28.19,37.08,40.34,99.96,21.63,NORMAL,0
2026-09-20 10:51:03,DT-001,NORMAL,30.55,37.01,39.7,99.95,21.06,NORMAL,0
2026-09-20 10:51:04,DT-001,NORMAL,30.69,35.76,40.07,99.94,22.02,NORMAL,0
2026-09-20 10:51:05,DT-001,NORMAL,29.93,36.75,40.52,99.94,21.38,NORMAL,0
2026-09-20 10:51:06,DT-001,NORMAL,32.59,36.84,39.79,99.93,18.96,NORMAL,0
2026-09-20 10:51:07,DT-001,NORMAL,30.23,37.33,39.18,99.92,18.33,NORMAL,0
2026-09-20 10:51:08,DT-001,NORMAL,28.98,38.92,38.87,99.92,17.83,NORMAL,0
2026-09-20 10:51:09,DT-001,NORMAL,28.43,37.61,39.6,99.92,19.28,NORMAL,0
2026-09-20 10:51:10,DT-001,NORMAL,30.32,37.81,39.68,99.92,21.32,NORMAL,0
2026-09-20 10:51:11,DT-001,NORMAL,30.87,39.46,39.24,99.91,20.6,NORMAL,0
2026-09-20 10:51:12,DT-001,NORMAL,32.08,41.2,39.36,99.9,22.42,NORMAL,0
2026-09-20 10:51:13,DT-001,NORMAL,29.87,39.31,39.44,99.9,20.16,NORMAL,0
2026-09-20 10:51:14,DT-001,NORMAL,31.15,37.77,39.82,99.89,21.27,NORMAL,0
2026-09-20 10:51:15,DT-001,NORMAL,31.62,38.74,39.38,99.88,22.75,NORMAL,0
2026-09-20 10:51:16,DT-001,NORMAL,30.25,38.6,40.08,99.87,24.17,NORMAL,0
2026-09-20 10:51:17,DT-001,NORMAL,32.16,40.35,39.94,99.87,21.54,NORMAL,0
2026-09-20 10:51:18,DT-001,NORMAL,33.18,41.92,39.46,99.87,22.7,NORMAL,0
2026-09-20 10:51:19,DT-001,NORMAL,32.83,43.08,40.18,99.86,22.48,NORMAL,0
2026-09-20 10:51:20,DT-001,NORMAL,32.43,42.82,40.88,99.85,23.3,NORMAL,0
2026-09-20 10:51:21,DT-001,NORMAL,32.82,44.02,41.15,99.85,24.06,NORMAL,0
2026-09-20 10:51:22,DT-001,NORMAL,31.16,44.48,41.68,99.84,25.71,NORMAL,0
2026-09-20 10:51:23,DT-001,NORMAL,31.63,44.42,42.18,99.83,27.2,NORMAL,0
2026-09-20 10:51:24,DT-001,NORMAL,29.98,42.45,42.45,99.83,28.93,NORMAL,0
2026-09-20 10:51:25,DT-001,NORMAL,29.33,41.74,41.65,99.82,26.68,NORMAL,0
2026-09-20 10:51:26,DT-001,NORMAL,30.84,40.19,41.2,99.81,24.46,NORMAL,0
2026-09-20 10:51:27,DT-001,NORMAL,31.12,39.16,40.8,99.81,24.79,NORMAL,0
2026-09-20 10:51:28,DT-001,NORMAL,28.5,39.11,40.89,99.8,23.53,NORMAL,0
2026-09-20 10:51:29,DT-001,NORMAL,27.73,38.67,40.08,99.79,21.48,NORMAL,0
2026-09-20 10:51:30,DT-001,NORMAL,25.8,38.78,39.48,99.79,19.47,NORMAL,0
2026-09-20 10:51:31,DT-001,NORMAL,26.15,37.66,39.76,99.78,18.95,NORMAL,0
2026-09-20 10:51:32,DT-001,NORMAL,26.15,36.75,40.23,99.78,18.73,NORMAL,0
2026-09-20 10:51:33,DT-001,NORMAL,24.71,36.55,40.11,99.78,20.86,NORMAL,0
2026-09-20 10:51:34,DT-001,NORMAL,23.56,35.24,39.95,99.77,22.93,NORMAL,0
2026-09-20 10:51:35,DT-001,NORMAL,22.58,35.64,40.19,99.77,22.22,NORMAL,0
2026-09-20 10:51:36,DT-001,NORMAL,24.94,36.85,39.92,99.76,24.06,NORMAL,0
2026-09-20 10:51:37,DT-001,NORMAL,27.73,38.4,39.77,99.76,21.53,NORMAL,0
2026-09-20 10:51:38,DT-001,FAULT,27.96,99.65,41.02,99.75,20.53,HIGH_MEMORY,1
2026-09-20 10:51:39,DT-001,FAULT,27.81,87.29,42.16,99.75,19.11,HIGH_MEMORY,1
2026-09-20 10:51:40,DT-001,FAULT,26.68,97.31,43.27,99.74,17.84,HIGH_MEMORY,1
2026-09-20 10:51:41,DT-001,FAULT,28.12,99.89,44.62,99.73,16.33,HIGH_MEMORY,1
2026-09-20 10:51:42,DT-001,FAULT,29.04,98.94,44.77,99.73,19.35,HIGH_MEMORY,1
2026-09-20 10:51:43,DT-001,FAULT,29.76,94.5,44.49,99.73,18.37,HIGH_MEMORY,1
2026-09-20 10:51:44,DT-001,FAULT,28.9,89.04,44.98,99.72,17.47,HIGH_MEMORY,1
2026-09-20 10:51:45,DT-001,FAULT,28.21,85.78,45.84,99.72,15.25,HIGH_MEMORY,1
2026-09-20 10:51:46,DT-001,FAULT,26.83,99.22,46.89,99.72,14.02,HIGH_MEMORY,1
2026-09-20 10:51:47,DT-001,FAULT,26.09,89.97,47.11,99.71,16.57,HIGH_MEMORY,1
2026-09-20 10:51:48,DT-001,FAULT,25.73,88.15,47.52,99.71,17.73,HIGH_MEMORY,1
2026-09-20 10:51:49,DT-001,FAULT,28.25,98.68,48.6,99.71,18.42,HIGH_MEMORY,1
2026-09-20 10:51:50,DT-001,FAULT,26.75,90.14,49.94,99.71,18.83,HIGH_MEMORY,1
2026-09-20 10:51:51,DT-001,FAULT,29.72,93.26,50.14,99.71,17.28,HIGH_MEMORY,1
2026-09-20 10:51:52,DT-001,FAULT,31.79,91.73,51.29,99.7,19.69,HIGH_MEMORY,1
2026-09-20 10:51:53,DT-001,FAULT,33.83,85.33,51.44,99.69,19.74,HIGH_MEMORY,1
2026-09-20 10:51:54,DT-001,NORMAL,31.44,79.16,50.39,99.68,20.81,NORMAL,0
2026-09-20 10:51:55,DT-001,NORMAL,30.74,75.91,49.89,99.67,18.92,NORMAL,0
2026-09-20 10:51:56,DT-001,NORMAL,30.04,73.32,48.75,99.67,17.33,NORMAL,0
2026-09-20 10:51:57,DT-001,NORMAL,28.51,70.7,48.43,99.66,17.35,NORMAL,0
2026-09-20 10:51:58,DT-001,NORMAL,28.8,66.92,47.18,99.65,17.9,NORMAL,0
2026-09-20 10:51:59,DT-001,NORMAL,26.47,63.29,45.8,99.65,20.18,NORMAL,0
2026-09-20 10:52:00,DT-001,NORMAL,25.58,62.0,45.42,99.65,21.91,NORMAL,0
2026-09-20 10:52:01,DT-001,NORMAL,23.33,59.25,45.03,99.64,19.47,NORMAL,0
2026-09-20 10:52:02,DT-001,NORMAL,24.26,58.13,44.4,99.64,18.57,NORMAL,0
2026-09-20 10:52:03,DT-001,NORMAL,26.54,57.48,43.55,99.63,16.97,NORMAL,0
2026-09-20 10:52:04,DT-001,NORMAL,27.09,57.46,43.6,99.62,15.15,NORMAL,0
2026-09-20 10:52:05,DT-001,NORMAL,26.74,56.27,43.77,99.62,15.91,NORMAL,0
2026-09-20 10:52:06,DT-001,NORMAL,25.56,53.81,43.51,99.61,17.68,NORMAL,0
2026-09-20 10:52:07,DT-001,NORMAL,24.56,53.24,42.97,99.6,15.72,NORMAL,0
2026-09-20 10:52:08,DT-001,NORMAL,23.4,53.22,42.23,99.59,17.39,NORMAL,0
2026-09-20 10:52:09,DT-001,NORMAL,21.47,50.69,41.54,99.59,18.23,NORMAL,0
2026-09-20 10:52:10,DT-001,NORMAL,20.01,48.7,41.97,99.58,16.25,NORMAL,0
2026-09-20 10:52:11,DT-001,NORMAL,22.24,48.94,41.93,99.58,14.04,NORMAL,0
2026-09-20 10:52:12,DT-001,NORMAL,24.44,48.56,41.08,99.57,12.38,NORMAL,0
2026-09-20 10:52:13,DT-001,NORMAL,25.68,45.96,41.64,99.56,11.02,NORMAL,0
2026-09-20 10:52:14,DT-001,NORMAL,25.24,46.11,41.05,99.56,12.26,NORMAL,0
2026-09-20 10:52:15,DT-001,NORMAL,23.9,44.89,40.45,99.56,14.07,NORMAL,0
2026-09-20 10:52:16,DT-001,NORMAL,22.47,45.57,39.83,99.56,14.72,NORMAL,0
2026-09-20 10:52:17,DT-001,NORMAL,21.29,46.5,39.16,99.55,13.35,NORMAL,0
2026-09-20 10:52:18,DT-001,NORMAL,20.68,47.21,39.08,99.54,15.76,NORMAL,0
2026-09-20 10:52:19,DT-001,NORMAL,19.83,45.09,38.6,99.53,15.41,NORMAL,0
2026-09-20 10:52:20,DT-001,NORMAL,18.79,46.1,39.34,99.52,16.43,NORMAL,0
2026-09-20 10:52:21,DT-001,NORMAL,20.07,45.85,39.67,99.52,17.69,NORMAL,0
2026-09-20 10:52:22,DT-001,NORMAL,22.78,44.72,39.13,99.51,18.8,NORMAL,0
2026-09-20 10:52:23,DT-001,NORMAL,25.18,45.01,38.61,99.51,21.26,NORMAL,0
2026-09-20 10:52:24,DT-001,NORMAL,26.5,43.86,38.59,99.51,22.67,NORMAL,0
2026-09-20 10:52:25,DT-001,NORMAL,24.52,43.76,39.39,99.5,20.19,NORMAL,0
2026-09-20 10:52:26,DT-001,NORMAL,23.35,42.97,39.19,99.5,21.22,NORMAL,0
2026-09-20 10:52:27,DT-001,NORMAL,25.6,42.07,39.71,99.49,19.72,NORMAL,0
2026-09-20 10:52:28,DT-001,NORMAL,26.02,41.98,39.78,99.48,19.13,NORMAL,0
2026-09-20 10:52:29,DT-001,NORMAL,26.0,42.07,40.08,99.48,20.31,NORMAL,0
2026-09-20 10:52:30,DT-001,NORMAL,23.71,43.64,39.38,99.47,22.75,NORMAL,0
2026-09-20 10:52:31,DT-001,NORMAL,21.96,42.73,39.94,99.46,24.2,NORMAL,0
2026-09-20 10:52:32,DT-001,NORMAL,20.85,43.73,40.63,99.45,22.39,NORMAL,0
2026-09-20 10:52:33,DT-001,NORMAL,19.36,42.05,41.23,99.45,21.49,NORMAL,0
2026-09-20 10:52:34,DT-001,FAULT,18.02,40.43,41.23,99.44,180.11,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:35,DT-001,FAULT,17.31,39.1,40.74,99.44,278.27,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:36,DT-001,FAULT,20.01,39.08,40.14,99.44,298.67,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:37,DT-001,FAULT,22.21,38.97,40.34,99.44,142.8,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:38,DT-001,FAULT,23.76,39.45,39.83,99.43,280.98,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:39,DT-001,FAULT,26.81,39.34,40.16,99.43,236.29,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:40,DT-001,FAULT,25.65,40.96,39.81,99.43,481.41,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:41,DT-001,FAULT,27.4,40.5,39.19,99.43,490.88,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:42,DT-001,FAULT,28.23,38.93,39.55,99.42,273.94,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:43,DT-001,FAULT,27.76,37.43,39.41,99.42,159.67,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:44,DT-001,FAULT,27.24,38.69,39.23,99.42,160.46,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:45,DT-001,FAULT,25.96,37.06,39.9,99.41,473.1,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:46,DT-001,FAULT,24.96,35.86,40.01,99.41,303.85,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:47,DT-001,FAULT,23.03,34.81,39.73,99.4,484.32,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:48,DT-001,FAULT,23.73,34.66,39.6,99.4,376.38,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:49,DT-001,FAULT,23.44,36.62,39.65,99.39,129.0,HIGH_NETWORK_LATENCY,1
2026-09-20 10:52:50,DT-001,NORMAL,23.97,38.29,39.02,99.39,119.09,NORMAL,0
2026-09-20 10:52:51,DT-001,NORMAL,25.26,40.09,38.73,99.39,110.16,NORMAL,0
2026-09-20 10:52:52,DT-001,NORMAL,26.91,41.86,38.86,99.38,101.73,NORMAL,0
2026-09-20 10:52:53,DT-001,NORMAL,28.67,41.48,38.44,99.38,94.22,NORMAL,0
2026-09-20 10:52:54,DT-001,NORMAL,26.32,42.1,38.86,99.38,89.48,NORMAL,0
2026-09-20 10:52:55,DT-001,NORMAL,29.16,42.13,39.69,99.37,79.92,NORMAL,0
2026-09-20 10:52:56,DT-001,NORMAL,28.22,43.24,40.15,99.37,73.92,NORMAL,0
2026-09-20 10:52:57,DT-001,NORMAL,26.61,42.18,39.51,99.36,67.73,NORMAL,0
2026-09-20 10:52:58,DT-001,NORMAL,28.09,41.82,40.26,99.35,64.38,NORMAL,0
2026-09-20 10:52:59,DT-001,NORMAL,30.57,43.22,40.91,99.35,59.21,NORMAL,0
2026-09-20 10:53:00,DT-001,NORMAL,30.02,43.33,41.08,99.34,55.35,NORMAL,0
2026-09-20 10:53:01,DT-001,NORMAL,29.01,41.5,40.85,99.34,53.86,NORMAL,0
2026-09-20 10:53:02,DT-001,NORMAL,26.64,43.07,40.12,99.33,51.55,NORMAL,0
2026-09-20 10:53:03,DT-001,NORMAL,25.11,41.34,39.93,99.32,50.3,NORMAL,0
2026-09-20 10:53:04,DT-001,NORMAL,27.62,41.82,39.72,99.32,47.46,NORMAL,0
2026-09-20 10:53:05,DT-001,NORMAL,25.75,40.48,39.19,99.31,44.16,NORMAL,0
2026-09-20 10:53:06,DT-001,NORMAL,25.64,38.87,39.04,99.3,40.19,NORMAL,0
2026-09-20 10:53:07,DT-001,NORMAL,24.0,38.82,39.2,99.29,36.26,NORMAL,0
2026-09-20 10:53:08,DT-001,NORMAL,24.96,40.69,39.68,99.29,36.3,NORMAL,0
2026-09-20 10:53:09,DT-001,NORMAL,28.05,39.59,39.29,99.29,36.07,NORMAL,0
2026-09-20 10:53:10,DT-001,NORMAL,26.91,38.47,38.85,99.29,32.2,NORMAL,0
2026-09-20 10:53:11,DT-001,NORMAL,26.95,38.33,38.55,99.28,29.27,NORMAL,0
2026-09-20 10:53:12,DT-001,NORMAL,29.39,38.24,39.36,99.28,26.72,NORMAL,0
2026-09-20 10:53:13,DT-001,NORMAL,29.35,38.54,39.84,99.27,25.71,NORMAL,0
2026-09-20 10:53:14,DT-001,NORMAL,29.8,39.85,39.94,99.26,23.51,NORMAL,0
2026-09-20 10:53:15,DT-001,NORMAL,30.24,38.59,40.18,99.25,24.42,NORMAL,0
2026-09-20 10:53:16,DT-001,NORMAL,31.48,36.98,40.74,99.24,23.98,NORMAL,0
2026-09-20 10:53:17,DT-001,NORMAL,32.91,37.91,40.32,99.23,26.22,NORMAL,0
2026-09-20 10:53:18,DT-001,NORMAL,34.54,38.6,40.49,99.23,23.09,NORMAL,0
2026-09-20 10:53:19,DT-001,NORMAL,32.4,39.45,40.83,99.22,21.25,NORMAL,0
2026-09-20 10:53:20,DT-001,NORMAL,30.5,40.15,41.41,99.22,20.39,NORMAL,0
2026-09-20 10:53:21,DT-001,NORMAL,29.4,41.28,40.73,99.21,23.05,NORMAL,0
2026-09-20 10:53:22,DT-001,NORMAL,28.66,42.34,40.55,99.2,21.85,NORMAL,0
2026-09-20 10:53:23,DT-001,NORMAL,28.57,41.65,40.57,99.2,21.32,NORMAL,0
2026-09-20 10:53:24,DT-001,NORMAL,29.58,42.13,40.7,99.2,23.55,NORMAL,0
2026-09-20 10:53:25,DT-001,NORMAL,27.46,40.43,41.12,99.19,20.59,NORMAL,0
2026-09-20 10:53:26,DT-001,NORMAL,25.57,41.29,41.19,99.19,21.25,NORMAL,0
2026-09-20 10:53:27,DT-001,NORMAL,27.67,41.76,41.57,99.19,22.62,NORMAL,0
2026-09-20 10:53:28,DT-001,NORMAL,25.82,42.87,42.06,99.18,23.94,NORMAL,0
2026-09-20 10:53:29,DT-001,NORMAL,28.44,43.1,42.27,99.18,25.92,NORMAL,0
2026-09-20 10:53:30,DT-001,NORMAL,28.64,41.96,42.27,99.18,27.51,NORMAL,0
2026-09-20 10:53:31,DT-001,NORMAL,29.71,39.98,42.63,99.18,24.2,NORMAL,0
2026-09-20 10:53:32,DT-001,NORMAL,31.58,40.05,42.72,99.17,22.0,NORMAL,0
2026-09-20 10:53:33,DT-001,NORMAL,31.04,40.24,42.29,99.17,21.22,NORMAL,0
2026-09-20 10:53:34,DT-001,NORMAL,33.27,39.96,42.69,99.16,22.33,NORMAL,0
2026-09-20 10:53:35,DT-001,NORMAL,31.96,38.74,42.04,99.16,20.08,NORMAL,0
2026-09-20 10:53:36,DT-001,NORMAL,32.18,38.48,42.21,99.15,21.89,NORMAL,0
2026-09-20 10:53:37,DT-001,NORMAL,31.0,37.16,41.31,99.15,23.16,NORMAL,0
2026-09-20 10:53:38,DT-001,NORMAL,31.54,37.6,41.86,99.14,20.28,NORMAL,0
2026-09-20 10:53:39,DT-001,NORMAL,34.0,38.33,42.07,99.14,21.08,NORMAL,0
2026-09-20 10:53:40,DT-001,NORMAL,31.94,39.72,42.19,99.13,20.31,NORMAL,0
